DATE,all_Const_Emp,emratio,GDP,RHORUSQ156N,house_st,income,IPI_Cement,labor_percent,monthly_supply,mortgage_rate,MSPUS,new_private_house,new_private_hw_under,permit,POP,PPI_Cement,PPI_Concrete,p_saving_rate,target,total_emp_cons,unemployed_rate
2001-04-01,772.8,64.0,10599.0,67.7,1649.0,9008.9,152.7133,66.9,3.9,7.0775,179000.0,2216.8299870620604,1007.0,1666.0,284581.0,148.9,5.003946305945459,4.8,111.248,6844.0,4.4
2001-05-01,775.0,63.8,10599.0,67.7,1605.0,9011.1,149.6911,66.7,4.0,7.145,179000.0,2102.7480020791277,1015.0,1665.0,284810.0,148.8,5.012633296758929,4.3,112.203,6849.0,4.3
2001-06-01,779.6,63.7,10599.0,67.7,1636.0,9017.1,147.0751,66.7,4.2,7.16,179000.0,2335.67359114385,1013.0,1626.0,285062.0,148.6,5.012633296758929,4.2,113.272,6840.0,4.5
2001-07-01,781.6,63.7,10598.02,68.1,1670.0,9014.6,147.7865,66.8,4.2,7.1275,172500.0,2228.7000628137002,1017.0,1598.0,285309.0,149.1,5.012633296758929,5.4,114.226,6845.0,4.6
2001-08-01,781.8,63.2,10598.02,68.1,1567.0,9001.4,145.3626,66.5,4.4,6.95,172500.0,2277.6979357940677,1011.0,1615.0,285570.0,149.1,5.012633296758929,6.5,114.987,6827.0,4.9
2001-09-01,782.9,63.5,10598.02,68.1,1562.0,8975.3,143.2876,66.8,4.4,6.8175,172500.0,2182.7215654634424,1014.0,1565.0,285843.0,149.1,5.012633296758929,6.9,115.465,6813.0,5.0
2001-10-01,785.9,63.2,10660.465,68.0,1540.0,8987.3,146.5655,66.7,4.3,6.6175,171100.0,2253.9346278318208,1008.0,1566.0,286098.0,149.4,5.012633296758929,2.9,115.681,6804.0,5.3
2001-11-01,787.2,63.0,10660.465,68.0,1602.0,8985.1,151.3362,66.7,4.1,6.658,171100.0,2188.6515308133817,1011.0,1651.0,286341.0,149.1,5.012633296758929,3.4,115.839,6784.0,5.5
2001-12-01,789.2,62.9,10660.465,68.0,1568.0,8990.7,149.4688,66.7,3.8,7.065,171100.0,2393.7224975106196,996.0,1680.0,286570.0,149.0,5.012633296758929,3.7,116.056,6785.0,5.7
2002-01-01,785.8,62.7,10783.5,67.8,1698.0,9015.6,154.1368,66.5,4.2,6.9975,188700.0,2302.9602640191174,996.0,1665.0,286788.0,148.8,5.012633296758929,5.6,116.437,6775.0,5.7
2002-02-01,794.9,63.0,10783.5,67.8,1829.0,9031.9,153.3106,66.8,4.0,6.8925,188700.0,2360.968050371938,1005.0,1787.0,286994.0,148.4,5.012633296758929,5.4,116.917,6766.0,5.7
2002-03-01,798.8,62.8,10783.5,67.8,1642.0,9050.7,144.7966,66.6,4.1,7.014,188700.0,2194.5823129731793,1013.0,1691.0,287190.0,147.9,5.007965065540377,5.5,117.929,6755.0,5.7
2002-04-01,796.8,62.7,10887.46,67.6,1592.0,9099.9,142.7707,66.7,4.3,6.985,187200.0,2292.5564139775856,1011.0,1669.0,287397.0,151.8,5.017941869278694,5.4,119.209,6710.0,5.9
2002-05-01,799.3,62.9,10887.46,67.6,1764.0,9131.0,141.9094,66.7,4.0,6.806,187200.0,2411.598187244572,1019.0,1716.0,287623.0,152.2,5.017941869278694,6.1,120.788,6684.0,5.8
2002-06-01,798.7,62.7,10887.46,67.6,1717.0,9164.8,144.8674,66.6,4.2,6.65,187200.0,2239.089016501762,1023.0,1758.0,287864.0,151.9,5.020585624949423,6.1,122.333,6701.0,5.8
2002-07-01,800.8,62.7,10984.04,68.0,1655.0,9157.5,143.1601,66.5,4.2,6.485,178100.0,2277.6979357940677,1029.0,1738.0,288105.0,151.9,5.020585624949423,5.3,123.687,6688.0,5.8
2002-08-01,807.1,62.7,10984.04,68.0,1633.0,9175.3,142.5233,66.6,4.0,6.29,178100.0,2436.9336047630427,1013.0,1695.0,288360.0,152.7,5.020585624949423,5.2,124.729,6701.0,5.7
2002-09-01,809.4,63.0,10984.04,68.0,1804.0,9197.1,144.0017,66.7,3.9,6.0925,178100.0,2316.340152701039,1024.0,1803.0,288618.0,152.6,5.020585624949423,5.8,125.494,6702.0,5.7
2002-10-01,810.5,62.7,11061.433,68.3,1648.0,9229.6,140.5239,66.6,4.0,6.1125,190100.0,2256.9043476928277,1026.0,1799.0,288870.0,152.6,5.020585624949423,5.6,126.137,6689.0,5.7
2002-11-01,826.7,62.5,11061.433,68.3,1753.0,9258.8,141.7779,66.4,4.0,6.068,190100.0,2430.9711201639484,1031.0,1771.0,289106.0,152.0,5.020585624949423,5.6,126.643,6713.0,5.9
2002-12-01,816.8,62.4,11061.433,68.3,1788.0,9288.3,136.1994,66.3,4.0,6.0475,190100.0,2360.968050371938,1033.0,1896.0,289313.0,151.0,5.020585624949423,5.3,127.151,6700.0,6.0
2003-01-01,817.8,62.5,11174.129,68.0,1853.0,9290.1,145.7576,66.4,4.0,5.916,186000.0,2335.67359114385,1049.0,1808.0,289518.0,151.0,5.020585624949423,5.3,127.652,6704.0,5.8
2003-02-01,817.7,62.5,11174.129,68.0,1629.0,9296.2,130.6707,66.4,4.5,5.8425,186000.0,2386.276292851223,1044.0,1854.0,289714.0,151.1,5.0330488889331555,5.2,128.326,6667.0,5.9
2003-03-01,821.1,62.4,11174.129,68.0,1726.0,9333.8,139.9231,66.3,4.1,5.745,186000.0,2311.879752149643,1044.0,1757.0,289911.0,151.1,5.04148775757902,4.9,129.308,6654.0,5.9
2003-04-01,828.9,62.4,11312.766,68.0,1643.0,9356.4,143.4302,66.4,4.1,5.8125,191800.0,2347.5751406848726,1043.0,1803.0,290125.0,150.7,5.046002437933547,5.0,130.488,6689.0,6.0
2003-05-01,829.0,62.3,11312.766,68.0,1751.0,9414.4,143.716,66.4,3.9,5.484,191800.0,2453.334256819199,1047.0,1835.0,290346.0,151.1,5.046002437933547,5.3,131.839,6706.0,6.1
2003-06-01,836.9,62.3,11312.766,68.0,1867.0,9455.3,146.5043,66.5,3.5,5.23,191800.0,2316.340152701039,1064.0,1875.0,290584.0,151.2,5.046002437933547,5.1,133.225,6723.0,6.3
2003-07-01,836.7,62.1,11566.669,68.4,1897.0,9491.6,151.803,66.2,3.6,5.6325,191900.0,2374.364823140646,1078.0,1885.0,290820.0,151.0,5.046002437933547,5.9,134.64700000000002,6735.0,6.2
2003-08-01,840.2,62.1,11566.669,68.4,1833.0,9538.8,152.498,66.1,3.5,6.264,191900.0,2210.89615943995,1102.0,1966.0,291072.0,150.6,5.046002437933547,5.7,135.966,6760.0,6.1
2003-09-01,850.2,62.0,11566.669,68.4,1939.0,9582.5,154.9852,66.1,3.8,6.1475,191900.0,2432.461671691893,1121.0,1961.0,291321.0,150.2,5.046002437933547,4.9,137.076,6783.0,6.1
2003-10-01,854.6,62.1,11772.234,68.6,1967.0,9620.4,162.1132,66.1,3.8,5.952,198800.0,2445.8787218060147,1135.0,2012.0,291574.0,149.6,5.046002437933547,5.0,137.975,6784.0,6.0
2003-11-01,858.5,62.3,11772.234,68.6,2083.0,9688.2,156.7902,66.1,4.1,5.9325,198800.0,2392.2331622618026,1158.0,1918.0,291807.0,149.5,5.046002437933547,5.0,138.765,6796.0,5.8
2003-12-01,863.3,62.2,11772.234,68.6,2057.0,9713.2,160.271,65.9,4.0,5.876,198800.0,2427.9901565050545,1183.0,1987.0,292008.0,149.4,5.046002437933547,5.0,139.627,6827.0,5.7
2004-01-01,866.4,62.3,11923.447,68.6,1911.0,9731.8,152.7907,66.1,3.8,5.7125,212700.0,2417.5582500606515,1191.0,1952.0,292192.0,149.4,5.046002437933547,4.6,140.705,6848.0,5.7
2004-02-01,867.3,62.3,11923.447,68.6,1846.0,9765.4,149.9506,66.0,3.7,5.635,212700.0,2430.9711201639484,1197.0,1966.0,292368.0,149.5,5.046002437933547,4.6,142.029,6838.0,5.6
2004-03-01,875.7,62.2,11923.447,68.6,1998.0,9815.8,169.2419,66.0,3.6,5.445,212700.0,2544.383607345171,1219.0,2066.0,292561.0,150.2,5.046002437933547,4.5,144.08,6887.0,5.8
2004-04-01,876.2,62.3,12112.815,69.2,2003.0,9865.8,170.912,65.9,4.0,5.83,217600.0,2759.9688477993204,1222.0,2070.0,292779.0,152.1,5.053694783556702,4.9,146.18,6901.0,5.6
2004-05-01,890.8,62.3,12112.815,69.2,1981.0,9950.0,166.8739,66.0,3.8,6.27,217600.0,2692.5031695235443,1233.0,2150.0,292997.0,153.6,5.053694783556702,4.8,148.335,6948.0,5.6
2004-06-01,891.3,62.4,12112.815,69.2,1828.0,9988.4,161.1205,66.1,3.9,6.2875,217600.0,2638.5923349269765,1229.0,2020.0,293223.0,153.9,5.053694783556702,5.4,150.518,6962.0,5.6
2004-07-01,898.6,62.5,12305.307,69.0,2002.0,10033.0,165.4313,66.1,4.5,6.056,213500.0,2674.5267387061267,1247.0,2112.0,293463.0,154.4,5.053694783556702,4.7,152.33700000000002,6977.0,5.5
2004-08-01,903.4,62.4,12305.307,69.0,2024.0,10078.2,165.3898,66.0,4.3,5.8675,213500.0,2719.4792481742757,1238.0,2056.0,293719.0,157.7,5.053694783556702,4.7,153.814,7003.0,5.4
2004-09-01,910.4,62.3,12305.307,69.0,1905.0,10110.5,164.6773,65.8,4.1,5.754,213500.0,2547.3716709596497,1247.0,2041.0,293971.0,160.4,5.053694783556702,4.1,155.108,7029.0,5.4
2004-10-01,918.3,62.3,12527.214,69.2,2072.0,10159.3,159.7799,65.9,3.9,5.7225,228800.0,2611.6578306826646,1264.0,2097.0,294230.0,160.4,5.053694783556702,3.9,156.298,7077.0,5.5
2004-11-01,923.5,62.5,12527.214,69.2,1782.0,10171.5,155.9717,66.0,4.3,5.73,228800.0,2490.6291482337842,1268.0,2079.0,294466.0,161.4,5.053694783556702,3.4,157.496,7091.0,5.4
2004-12-01,927.4,62.4,12527.214,69.2,2042.0,10520.8,165.2899,65.9,4.1,5.752,228800.0,2734.47184726679,1280.0,2082.0,294694.0,161.5,5.053694783556702,6.2,158.67,7117.0,5.4
2005-01-01,932.1,62.4,12767.286,69.1,2144.0,10247.0,162.337,65.8,4.4,5.71,232500.0,2691.004900002562,1302.0,2139.0,294914.0,166.8,5.056245805348308,2.7,160.13,7095.0,5.3
2005-02-01,938.0,62.4,12767.286,69.1,2207.0,10282.7,166.6182,65.9,4.3,5.6275,232500.0,2714.9822866296054,1322.0,2114.0,295105.0,168.8,5.0912931971137105,2.3,161.924,7153.0,5.4
2005-03-01,942.5,62.4,12767.286,69.1,1864.0,10347.9,164.584,65.9,4.1,5.928,232500.0,2533.9267906232344,1311.0,2062.0,295287.0,169.0,5.076423034634259,2.5,164.576,7181.0,5.2
2005-04-01,947.9,62.7,12922.656,68.6,2061.0,10412.1,160.4395,66.1,4.3,5.855,233700.0,2743.4694144271957,1324.0,2150.0,295490.0,171.8,5.101085197018328,2.1,166.99900000000002,7266.0,5.2
2005-05-01,953.0,62.8,12922.656,68.6,2025.0,10464.1,164.6264,66.1,4.2,5.72,233700.0,3008.047758219617,1322.0,2085.0,295704.0,172.2,5.101085197018328,2.6,169.544,7294.0,5.1
2005-06-01,958.8,62.7,12922.656,68.6,2068.0,10498.0,164.5805,66.1,4.3,5.582,233700.0,2800.488667333855,1329.0,2178.0,295936.0,172.5,5.101085197018328,2.0,172.015,7333.0,5.0
2005-07-01,964.7,62.8,13142.642,68.8,2054.0,10558.3,157.5149,66.1,4.2,5.695,236400.0,2682.016174133414,1338.0,2203.0,296186.0,179.0,5.101085197018328,1.4,174.09799999999998,7353.0,5.0
2005-08-01,964.8,62.9,13142.642,68.8,2095.0,10619.6,158.9917,66.2,4.5,5.82,236400.0,2780.9753773644884,1356.0,2219.0,296440.0,179.2,5.101085197018328,2.0,175.923,7394.0,4.9
2005-09-01,967.6,62.8,13142.642,68.8,2151.0,10687.7,160.2513,66.1,4.7,5.774,236400.0,2735.9713374143807,1377.0,2263.0,296707.0,180.2,5.101085197018328,2.0,177.611,7415.0,5.0
2005-10-01,972.8,62.8,13324.204,69.0,2065.0,10767.3,161.7801,66.1,4.5,6.065,243600.0,2795.9849851313625,1376.0,2170.0,296972.0,180.3,5.101085197018328,2.3,178.752,7460.0,5.0
2005-11-01,985.7,62.7,13324.204,69.0,2147.0,10815.4,166.926,66.0,5.0,6.33,243600.0,2713.4833835581817,1395.0,2218.0,297207.0,180.6,5.101085197018328,2.6,179.673,7524.0,5.0
2005-12-01,995.7,62.8,13324.204,69.0,1994.0,10853.1,170.1105,66.0,4.9,6.272,243600.0,2764.46956490741,1405.0,2120.0,297431.0,181.3,5.101694025043223,2.5,180.107,7533.0,4.9
2006-01-01,1008.1,62.9,13599.16,68.5,2273.0,11038.6,192.0322,66.0,5.3,6.145,247700.0,2907.182140522636,1424.0,2212.0,297647.0,191.0,5.126342101808226,3.0,180.828,7601.0,4.7
2006-02-01,1012.7,63.0,13599.16,68.5,2119.0,11102.6,186.9827,66.1,6.1,6.2525,247700.0,2925.234725731925,1423.0,2141.0,297854.0,191.5,5.135210028677887,3.2,181.5,7664.0,4.8
2006-03-01,1017.8,63.1,13599.16,68.5,1969.0,11171.8,174.864,66.2,5.9,6.324,247700.0,3222.3858994516513,1423.0,2118.0,298060.0,195.3,5.135210028677887,3.3,182.749,7689.0,4.7
2006-04-01,1022.0,63.0,13753.424,68.7,1821.0,11229.5,165.8735,66.1,6.3,6.5075,246300.0,2959.851323199914,1401.0,1998.0,298281.0,196.7,5.138148614395216,3.1,183.648,7726.0,4.7
2006-05-01,1016.6,63.1,13753.424,68.7,1942.0,11251.1,160.6514,66.1,6.2,6.5975,246300.0,2698.4966712380815,1409.0,1905.0,298496.0,197.6,5.138148614395216,2.9,184.38,7713.0,4.6
2006-06-01,1007.8,63.1,13753.424,68.7,1802.0,11292.8,161.3281,66.2,6.3,6.682,246300.0,2928.244041592419,1383.0,1867.0,298739.0,197.8,5.138148614395216,2.9,184.547,7699.0,4.6
2006-07-01,1007.3,63.0,13870.188,69.0,1737.0,11322.1,152.8727,66.1,7.3,6.7625,235600.0,2753.9684720875694,1363.0,1763.0,298996.0,199.4,5.138148614395216,2.3,184.608,7712.0,4.7
2006-08-01,1009.2,63.1,13870.188,69.0,1650.0,11346.8,153.7995,66.2,6.7,6.524,235600.0,2668.535957755314,1339.0,1722.0,299263.0,200.0,5.138148614395216,2.5,184.405,7720.0,4.7
2006-09-01,1011.6,63.1,13870.188,69.0,1720.0,11383.9,149.9671,66.1,6.7,6.4025,235600.0,2869.5909229465246,1317.0,1655.0,299554.0,201.0,5.138148614395216,2.4,184.198,7718.0,4.5
2006-10-01,1005.8,63.3,14039.56,68.9,1491.0,11417.8,151.0867,66.2,7.3,6.3575,245400.0,2729.9736277040784,1283.0,1570.0,299835.0,201.0,5.138148614395216,2.4,184.054,7682.0,4.4
2006-11-01,996.0,63.3,14039.56,68.9,1570.0,11479.3,153.3176,66.3,6.6,6.24,245400.0,2692.5031695235443,1265.0,1535.0,300094.0,200.9,5.138148614395216,2.7,183.631,7666.0,4.5
2006-12-01,989.5,63.4,14039.56,68.9,1649.0,11587.6,167.7527,66.4,6.5,6.135,245400.0,2685.012246184939,1247.0,1638.0,300340.0,200.8,5.138148614395216,2.6,183.229,7685.0,4.4
2007-01-01,982.5,63.3,14215.651,68.4,1409.0,11647.1,159.9997,66.4,7.2,6.2175,257400.0,2586.232645004154,1217.0,1626.0,300574.0,206.3,5.161351511474879,2.4,182.718,7725.0,4.6
2007-02-01,977.3,63.3,14215.651,68.4,1480.0,11734.2,153.1247,66.3,7.9,6.285,257400.0,2314.853303963497,1206.0,1598.0,300802.0,204.3,5.162497643405501,2.8,182.471,7626.0,4.5
2007-03-01,973.2,63.3,14215.651,68.4,1495.0,11821.4,154.2676,66.2,7.9,6.156,257400.0,2289.5843256809335,1192.0,1596.0,301021.0,205.1,5.174453379325651,3.0,182.194,7706.0,4.4
2007-04-01,966.8,63.0,14402.082,68.2,1490.0,11868.1,152.5383,65.9,7.4,6.18,242200.0,2164.9365902454997,1181.0,1470.0,301254.0,210.0,5.244389024522481,3.0,182.131,7686.0,4.5
2007-05-01,965.1,63.0,14402.082,68.2,1415.0,11908.7,154.5282,66.0,7.8,6.262,242200.0,2160.49150424029,1164.0,1493.0,301483.0,209.3,5.244389024522481,2.8,181.884,7673.0,4.4
2007-06-01,964.0,63.0,14402.082,68.2,1448.0,11929.2,149.986,66.0,8.2,6.6575,242200.0,2079.0815337034014,1161.0,1407.0,301739.0,208.3,5.244389024522481,2.7,181.54,7687.0,4.6
2007-07-01,954.4,62.9,14564.117,68.2,1354.0,11955.7,150.4928,66.0,8.3,6.695,241800.0,2157.528371755411,1144.0,1361.0,302004.0,208.8,5.244389024522481,2.6,180.993,7660.0,4.7
2007-08-01,942.1,62.7,14564.117,68.2,1330.0,11963.1,149.1233,65.8,9.2,6.572,241800.0,2124.9476227216846,1123.0,1321.0,302267.0,208.3,5.244389024522481,2.2,180.234,7610.0,4.6
2007-09-01,936.5,62.9,14564.117,68.2,1183.0,12025.5,149.8047,66.0,9.2,6.3825,241800.0,1894.6697772058649,1108.0,1261.0,302546.0,210.7,5.244389024522481,2.3,179.122,7577.0,4.7
2007-10-01,921.6,62.7,14715.058,67.8,1264.0,12046.8,147.7916,65.8,8.5,6.375,238400.0,1966.85515666406,1096.0,1192.0,302807.0,210.2,5.244916589820922,2.2,177.53,7565.0,4.7
2007-11-01,895.0,62.9,14715.058,67.8,1197.0,12102.8,151.5488,66.0,9.4,6.208,238400.0,1944.7430532596795,1080.0,1224.0,303054.0,210.1,5.244916589820922,1.9,175.162,7523.0,4.7
2007-12-01,896.4,62.7,14715.058,67.8,1037.0,12182.7,145.0394,66.0,9.6,6.095,238400.0,1853.4833343418688,1059.0,1149.0,303287.0,209.1,5.244916589820922,2.4,173.338,7490.0,5.0
2008-01-01,886.6,62.9,14706.538,67.8,1084.0,12227.8,148.6468,66.2,9.3,5.758,233900.0,1857.8939611659048,1041.0,1094.0,303506.0,208.5,5.247024072160486,2.6,171.077,7476.0,5.0
2008-02-01,874.5,62.8,14706.538,67.8,1103.0,12264.9,145.2225,66.0,9.7,5.9175,233900.0,1774.184390720425,1025.0,1014.0,303711.0,208.9,5.247024072160486,3.0,169.19099999999997,7453.0,4.9
2008-03-01,867.3,62.7,14706.538,67.8,1005.0,12314.7,141.695,66.1,10.15,5.97,233900.0,1658.49895718507,1014.0,967.0,303907.0,208.9,5.247024072160486,2.9,167.90400000000002,7406.0,5.1
2008-04-01,854.6,62.7,14865.701,68.1,1013.0,12302.6,141.7131,65.9,10.15,5.9175,235300.0,1406.629117733576,1009.0,1008.0,304117.0,210.4,5.247024072160486,2.4,167.324,7327.0,5.0
2008-05-01,840.8,62.5,14865.701,68.1,973.0,12879.3,137.6036,66.1,10.15,6.036,235300.0,1581.114830560473,991.0,995.0,304323.0,207.7,5.243333058215277,6.8,167.021,7274.0,5.4
2008-06-01,824.8,62.4,14865.701,68.1,1046.0,12661.0,134.7346,66.1,10.15,6.32,235300.0,1581.114830560473,975.0,1180.0,304556.0,204.1,5.243333058215277,4.6,166.537,7213.0,5.6
2008-07-01,812.7,62.2,14898.999,67.9,923.0,12514.8,135.0042,66.1,10.15,6.426,226500.0,1501.0137520029034,955.0,921.0,304798.0,207.9,5.245443876940969,3.6,165.713,7160.0,5.8
2008-08-01,800.3,62.0,14898.999,67.9,844.0,12426.0,126.4443,66.1,10.15,6.4775,226500.0,1399.3818093945385,936.0,858.0,305045.0,207.9,5.255931650051599,3.1,164.27700000000002,7114.0,6.1
2008-09-01,782.5,61.9,14898.999,67.9,820.0,12445.0,122.5937,66.0,10.15,6.0375,226500.0,1607.3751113340675,904.0,797.0,305309.0,207.5,5.258536496536192,3.9,161.912,7044.0,6.1
2008-10-01,766.4,61.7,14608.209,67.5,777.0,12446.5,118.4615,66.0,10.15,6.2,222500.0,1454.5085522510801,876.0,736.0,305554.0,207.8,5.288771953704505,4.9,159.16299999999998,6967.0,6.5
2008-11-01,747.5,61.4,14608.209,67.5,652.0,12387.1,110.4791,65.9,10.15,6.0875,222500.0,1485.0192122823255,842.0,626.0,305786.0,207.3,5.288771953704505,6.0,156.072,6813.0,6.8
2008-12-01,732.4,61.0,14608.209,67.5,560.0,12238.5,103.7368,65.8,10.15,5.286,222500.0,1405.1795039371582,806.0,554.0,306004.0,206.9,5.288771953704505,5.8,152.545,6701.0,7.3
2009-01-01,712.1,60.6,14430.902,67.3,490.0,12125.6,95.2495,65.7,10.15,5.0475,208400.0,1053.9386801776568,783.0,545.0,306208.0,211.1,5.288771953704505,5.9,149.363,6567.0,7.8
2009-02-01,688.8,60.3,14430.902,67.3,582.0,12007.4,97.6872,65.8,10.15,5.13,208400.0,1114.0228353099908,756.0,558.0,306402.0,207.2,5.288771953704505,5.4,147.618,6446.0,8.3
2009-03-01,667.1,59.9,14430.902,67.3,505.0,11965.3,86.881,65.6,10.15,5.0025,208400.0,1142.6928809958827,717.0,513.0,306588.0,205.1,5.288771953704505,5.8,146.515,6291.0,8.7
2009-04-01,655.8,59.8,14381.236,67.4,478.0,12009.4,81.9703,65.7,10.15,4.81,220900.0,1152.73608584622,677.0,521.0,306787.0,209.5,5.288771953704505,6.5,146.94299999999998,6154.0,9.0
2009-05-01,643.9,59.6,14381.236,67.4,540.0,12179.6,78.8737,65.7,9.3,4.8575,220900.0,1112.5903087601228,650.0,556.0,306984.0,207.6,5.288267030694535,7.8,148.16899999999998,6100.0,9.4
2009-06-01,634.9,59.4,14381.236,67.4,585.0,12042.9,78.7749,65.7,8.5,5.42,220900.0,1082.5290674423263,627.0,601.0,307206.0,204.9,5.288267030694535,6.1,149.797,6010.0,9.5
2009-07-01,629.1,59.3,14448.882,67.6,594.0,11998.4,79.6953,65.5,7.9,5.222,214300.0,1082.5290674423263,611.0,595.0,307439.0,203.1,5.288267030694535,5.4,150.749,5932.0,9.5
2009-08-01,620.8,59.1,14448.882,67.6,586.0,12011.2,77.1998,65.4,7.5,5.1925,214300.0,1075.377832925917,588.0,616.0,307685.0,202.1,5.288267030694535,4.4,150.66899999999998,5855.0,9.6
2009-09-01,612.8,58.7,14448.882,67.6,585.0,12061.1,76.367,65.1,7.8,5.0575,214300.0,974.0981358105283,576.0,609.0,307946.0,201.9,5.288267030694535,5.5,149.628,5787.0,9.8
2009-10-01,606.4,58.5,14651.249,67.2,534.0,12069.4,67.7512,65.0,7.4,4.952,219000.0,1009.7017101545936,554.0,583.0,308189.0,200.6,5.288267030694535,5.1,148.585,5716.0,10.0
2009-11-01,602.3,58.6,14651.249,67.2,588.0,12129.6,74.3749,65.0,7.6,4.875,219000.0,1149.86614333362,532.0,623.0,308418.0,199.9,5.288267030694535,5.5,147.939,5696.0,9.9
2009-12-01,596.2,58.3,14651.249,67.2,581.0,12188.2,69.8002,64.6,8.0,4.93,219000.0,1015.4042653770782,517.0,664.0,308633.0,198.5,5.288267030694535,5.4,146.664,5654.0,9.9
2010-01-01,583.1,58.5,14764.61,67.1,614.0,12267.7,68.4778,64.8,8.1,5.03,222900.0,928.6221739144515,501.0,636.0,308833.0,198.4,5.285738584341177,5.6,145.003,5580.0,9.8
2010-02-01,578.3,58.5,14764.61,67.1,604.0,12267.6,66.3508,64.9,8.3,4.99,222900.0,901.6739162741601,493.0,650.0,309027.0,197.9,5.285738584341177,5.3,143.053,5500.0,9.8
2010-03-01,580.3,58.5,14764.61,67.1,636.0,12330.9,74.3844,64.9,7.1,4.9675,222900.0,852.140169865476,492.0,687.0,309212.0,196.3,5.285738584341177,5.3,143.597,5537.0,9.9
2010-04-01,579.8,58.7,14980.193,66.9,687.0,12441.8,83.5931,65.2,6.2,5.098,219500.0,996.8769545906717,488.0,637.0,309191.211,194.6,5.2832037287379885,6.0,145.404,5553.0,9.9
2010-05-01,578.1,58.6,14980.193,66.9,583.0,12543.7,81.0539,64.9,9.3,4.8875,219500.0,947.083445106772,476.0,575.0,309367.58,193.3,5.2832037287379885,6.4,147.04,5520.0,9.6
2010-06-01,577.2,58.5,14980.193,66.9,536.0,12550.7,79.9611,64.6,8.3,4.7375,219500.0,1221.7218219677259,447.0,587.0,309545.555,192.3,5.2832037287379885,6.2,147.70600000000002,5516.0,9.4
2010-07-01,570.2,58.5,15141.607,66.9,546.0,12588.7,78.0626,64.6,8.9,4.564,224100.0,763.3524800019437,443.0,579.0,309741.279,191.7,5.2832037287379885,6.1,147.566,5508.0,9.4
2010-08-01,568.7,58.6,15141.607,66.9,599.0,12652.9,80.8866,64.7,8.8,4.4275,224100.0,791.4849867953175,444.0,580.0,309951.795,191.5,5.2832037287379885,6.2,146.431,5524.0,9.5
2010-09-01,568.0,58.5,15141.607,66.9,594.0,12673.4,80.733,64.6,7.6,4.346,224100.0,847.9011012162315,439.0,563.0,310168.926,190.8,5.2832037287379885,6.1,144.612,5501.0,9.5
2010-10-01,563.3,58.3,15309.474,66.5,543.0,12723.6,82.9329,64.4,8.2,4.225,224300.0,809.798507301874,436.0,558.0,310390.859,190.0,5.2832037287379885,5.9,143.13299999999998,5508.0,9.4
2010-11-01,560.8,58.2,15309.474,66.5,545.0,12765.5,82.6805,64.6,8.2,4.3,224300.0,735.2725448574199,431.0,560.0,310585.106,188.5,5.2832037287379885,5.8,141.82299999999998,5506.0,9.8
2010-12-01,559.7,58.3,15309.474,66.5,539.0,12873.1,80.3226,64.3,7.0,4.714,224300.0,753.5184332347881,427.0,632.0,310769.486,187.9,5.2832037287379885,6.2,140.632,5467.0,9.3
2011-01-01,556.9,58.3,15351.448,66.4,630.0,13080.7,79.0521,64.2,7.3,4.755,226900.0,690.4585353983675,431.0,576.0,310946.962,185.8,5.2832037287379885,6.6,139.04,5427.0,9.1
2011-02-01,559.0,58.4,15351.448,66.4,517.0,13155.6,82.803,64.1,8.1,4.9525,226900.0,823.9001855364764,424.0,542.0,311098.039,185.4,5.2832037287379885,6.9,137.735,5451.0,9.0
2011-03-01,562.4,58.4,15351.448,66.4,600.0,13178.2,80.3605,64.2,7.2,4.836,226900.0,790.0771392684144,420.0,583.0,311248.506,186.5,5.2832037287379885,6.3,137.78799999999998,5477.0,9.0
2011-04-01,563.5,58.4,15557.539,65.9,554.0,13212.8,80.2154,64.2,6.7,4.84,228100.0,731.0651984026898,417.0,581.0,311417.782,189.0,5.2832037287379885,6.3,139.16,5485.0,9.1
2011-05-01,560.1,58.3,15557.539,65.9,561.0,13239.1,83.0405,64.1,6.6,4.6375,228100.0,731.0651984026898,415.0,618.0,311587.063,188.0,5.297316866214453,6.3,140.694,5516.0,9.0
2011-06-01,567.5,58.2,15557.539,65.9,608.0,13295.7,85.5086,64.0,6.6,4.51,228100.0,773.1929657388399,416.0,636.0,311769.648,186.9,5.297316866214453,6.5,141.946,5528.0,9.1
2011-07-01,565.1,58.2,15647.68,66.3,623.0,13375.8,86.6224,64.0,6.7,4.545,223500.0,850.727027694035,417.0,621.0,311973.914,188.6,5.297316866214453,6.7,142.343,5547.0,9.0
2011-08-01,564.4,58.3,15647.68,66.3,585.0,13400.3,88.4423,64.1,6.5,4.27,223500.0,822.4894623974759,414.0,647.0,312180.558,187.8,5.297316866214453,6.7,141.787,5552.0,9.0
2011-09-01,565.6,58.4,15647.68,66.3,650.0,13401.5,87.5078,64.2,6.3,4.106,223500.0,806.979660944731,417.0,610.0,312402.633,189.3,5.297316866214453,6.4,140.16899999999998,5584.0,9.0
2011-10-01,571.7,58.4,15842.259,66.0,610.0,13406.4,88.3034,64.1,6.0,4.0675,221100.0,754.9228999999182,422.0,671.0,312616.001,180.8,5.3003153692107094,6.3,138.411,5588.0,8.8
